insight_id,insight_type,target_type,target_key,metric name,metric_type,metric_value,run_id,insight_date_time,insights_category
INS-00000030,performance,client,CL-69294,insight_hit,event,1,RUN-2025W27-001,2025-06-30 06:12:00,Cross-Sell
INS-00000031,performance,client,CL-69294,insight_hit,event,1,RUN-2025W28-001,2025-07-07 06:17:00,Cross-Sell
INS-00000032,performance,client,CL-69294,insight_hit,event,1,RUN-2025W29-001,2025-07-14 06:09:00,Retention
INS-00000033,performance,client,CL-69294,insight_hit,event,1,RUN-2025W29-002,2025-07-14 06:07:00,SoW
INS-00000034,performance,client,CL-69294,insight_hit,event,1,RUN-2025W30-003,2025-07-21 06:40:00,Retention
INS-00000035,performance,client,CL-69294,insight_hit,event,1,RUN-2025W31-002,2025-07-28 06:40:00,SoW
INS-00000036,performance,client,CL-69294,insight_hit,event,1,RUN-2025W36-001,2025-09-01 06:43:00,CIO
INS-00000037,performance,client,CL-83370,insight_hit,event,1,RUN-2024W37-002,2024-09-09 06:30:00,CIO
INS-00000038,performance,client,CL-83370,insight_hit,event,1,RUN-2024W38-001,2024-09-16 06:45:00,Cross-Sell
INS-00000039,performance,client,CL-83370,insight_hit,event,1,RUN-2024W42-003,2024-10-14 06:30:00,Retention
INS-00000040,performance,client,CL-83370,insight_hit,event,1,RUN-2024W43-001,2024-10-21 06:02:00,CIO
INS-00000041,performance,client,CL-83370,insight_hit,event,1,RUN-2024W43-002,2024-10-21 06:17:00,Engagement
INS-00000042,performance,client,CL-83370,insight_hit,event,1,RUN-2024W43-003,2024-10-21 06:44:00,Engagement
INS-00000043,performance,client,CL-83370,insight_hit,event,1,RUN-2024W44-001,2024-10-28 06:39:00,Compliance
INS-00000044,performance,client,CL-83370,insight_hit,event,1,RUN-2024W46-001,2024-11-11 06:44:00,SoW
INS-00000045,performance,client,CL-83370,insight_hit,event,1,RUN-2025W01-003,2024-12-30 06:26:00,Compliance
INS-00000046,performance,client,CL-83370,insight_hit,event,1,RUN-2025W02-002,2025-01-06 06:08:00,Compliance
INS-00000047,performance,client,CL-83370,insight_hit,event,1,RUN-2025W02-003,2025-01-06 06:12:00,SoW
INS-00000048,performance,client,CL-83370,insight_hit,event,1,RUN-2025W02-003,2025-01-06 06:24:00,Engagement
INS-00000049,performance,client,CL-83370,insight_hit,event,1,RUN-2025W03-003,2025-01-13 06:41:00,Cross-Sell
INS-00000050,performance,client,CL-83370,insight_hit,event,1,RUN-2025W04-002,2025-01-20 06:21:00,BGap
INS-00000051,performance,client,CL-83370,insight_hit,event,1,RUN-2025W07-001,2025-02-10 06:41:00,SoW
INS-00000052,performance,client,CL-83370,insight_hit,event,1,RUN-2025W08-003,2025-02-17 06:41:00,SoW
INS-00000053,performance,client,CL-83370,insight_hit,event,1,RUN-2025W09-001,2025-02-24 06:13:00,Compliance
INS-00000054,performance,client,CL-83370,insight_hit,event,1,RUN-2025W17-002,2025-04-21 06:05:00,Engagement
INS-00000055,performance,client,CL-83370,insight_hit,event,1,RUN-2025W19-002,2025-05-05 06:20:00,Retention
INS-00000056,performance,client,CL-83370,insight_hit,event,1,RUN-2025W21-002,2025-05-19 06:01:00,Engagement
INS-00000057,performance,client,CL-83370,insight_hit,event,1,RUN-2025W27-001,2025-06-30 06:05:00,Compliance
INS-00000058,performance,client,CL-83370,insight_hit,event,1,RUN-2025W28-003,2025-07-07 06:21:00,Compliance
INS-00000059,performance,client,CL-83370,insight_hit,event,1,RUN-2025W29-002,2025-07-14 06:17:00,SoW
INS-00000060,performance,client,CL-83370,insight_hit,event,1,RUN-2025W31-001,2025-07-28 06:13:00,Compliance
INS-00000061,performance,client,CL-71033,insight_hit,event,1,RUN-2024W37-001,2024-09-09 06:02:00,Engagement
INS-00000062,performance,client,CL-71033,insight_hit,event,1,RUN-2024W37-003,2024-09-09 06:21:00,Cross-Sell
INS-00000063,performance,client,CL-71033,insight_hit,event,1,RUN-2024W37-002,2024-09-09 06:08:00,CIO
INS-00000064,performance,client,CL-71033,insight_hit,event,1,RUN-2024W39-003,2024-09-23 06:33:00,Engagement
INS-00000065,performance,client,CL-71033,insight_hit,event,1,RUN-2024W40-003,2024-09-30 06:43:00,Compliance
INS-00000066,performance,client,CL-71033,insight_hit,event,1,RUN-2024W40-003,2024-09-30 06:31:00,Retention
INS-00000067,performance,client,CL-71033,insight_hit,event,1,RUN-2024W40-001,2024-09-30 06:05:00,Compliance
INS-00000068,performance,client,CL-71033,insight_hit,event,1,RUN-2024W41-003,2024-10-07 06:33:00,BGap
INS-00000069,performance,client,CL-71033,insight_hit,event,1,RUN-2024W42-003,2024-10-14 06:35:00,CIO
INS-00000070,performance,client,CL-71033,insight_hit,event,1,RUN-2024W43-003,2024-10-21 06:33:00,Cross-Sell
INS-00000071,performance,client,CL-71033,insight_hit,event,1,RUN-2024W44-002,2024-10-28 06:35:00,BGap
INS-00000072,performance,client,CL-71033,insight_hit,event,1,RUN-2024W45-002,2024-11-04 06:42:00,Cross-Sell
INS-00000073,performance,client,CL-71033,insight_hit,event,1,RUN-2024W45-001,2024-11-04 06:39:00,BGap
INS-00000074,performance,client,CL-71033,insight_hit,event,1,RUN-2024W46-003,2024-11-11 06:09:00,Engagement
INS-00000075,performance,client,CL-71033,insight_hit,event,1,RUN-2024W46-003,2024-11-11 06:17:00,Compliance
INS-00000076,performance,client,CL-71033,insight_hit,event,1,RUN-2024W47-002,2024-11-18 06:12:00,Engagement
INS-00000077,performance,client,CL-71033,insight_hit,event,1,RUN-2024W47-003,2024-11-18 06:07:00,SoW
INS-00000078,performance,client,CL-71033,insight_hit,event,1,RUN-2024W47-002,2024-11-18 06:38:00,SoW
INS-00000079,performance,client,CL-71033,insight_hit,event,1,RUN-2024W48-001,2024-11-25 06:34:00,Engagement
INS-00000080,performance,client,CL-71033,insight_hit,event,1,RUN-2024W49-003,2024-12-02 06:25:00,Cross-Sell
INS-00000081,performance,client,CL-71033,insight_hit,event,1,RUN-2024W49-001,2024-12-02 06:36:00,Compliance
INS-00000082,performance,client,CL-71033,insight_hit,event,1,RUN-2024W50-003,2024-12-09 06:05:00,CIO
INS-00000083,performance,client,CL-71033,insight_hit,event,1,RUN-2024W50-003,2024-12-09 06:04:00,Compliance
INS-00000084,performance,client,CL-71033,insight_hit,event,1,RUN-2024W50-002,2024-12-09 06:26:00,BGap
INS-00000085,performance,client,CL-71033,insight_hit,event,1,RUN-2024W51-002,2024-12-16 06:15:00,Compliance
INS-00000086,performance,client,CL-71033,insight_hit,event,1,RUN-2024W52-002,2024-12-23 06:08:00,Compliance
INS-00000087,performance,client,CL-71033,insight_hit,event,1,RUN-2024W52-003,2024-12-23 06:30:00,BGap
INS-00000088,performance,client,CL-71033,insight_hit,event,1,RUN-2024W52-001,2024-12-23 06:06:00,Compliance
INS-00000089,performance,client,CL-71033,insight_hit,event,1,RUN-2025W01-001,2024-12-30 06:39:00,BGap
INS-00000090,performance,client,CL-71033,insight_hit,event,1,RUN-2025W01-003,2024-12-30 06:08:00,Cross-Sell
INS-00000091,performance,client,CL-71033,insight_hit,event,1,RUN-2025W01-001,2024-12-30 06:01:00,CIO
INS-00000092,performance,client,CL-71033,insight_hit,event,1,RUN-2025W02-001,2025-01-06 06:09:00,SoW
INS-00000093,performance,client,CL-71033,insight_hit,event,1,RUN-2025W02-002,2025-01-06 06:43:00,BGap
INS-00000094,performance,client,CL-71033,insight_hit,event,1,RUN-2025W03-001,2025-01-13 06:22:00,Engagement
INS-00000095,performance,client,CL-71033,insight_hit,event,1,RUN-2025W03-001,2025-01-13 06:31:00,Compliance
INS-00000096,performance,client,CL-71033,insight_hit,event,1,RUN-2025W03-001,2025-01-13 06:37:00,Cross-Sell
INS-00000097,performance,client,CL-71033,insight_hit,event,1,RUN-2025W04-003,2025-01-20 06:32:00,BGap
INS-00000098,performance,client,CL-71033,insight_hit,event,1,RUN-2025W04-001,2025-01-20 06:45:00,Retention
INS-00000099,performance,client,CL-71033,insight_hit,event,1,RUN-2025W04-002,2025-01-20 06:33:00,SoW
INS-00000100,performance,client,CL-71033,insight_hit,event,1,RUN-2025W04-003,2025-01-20 06:24:00,Compliance
INS-00000101,performance,client,CL-71033,insight_hit,event,1,RUN-2025W05-003,2025-01-27 06:33:00,CIO
INS-00000102,performance,client,CL-71033,insight_hit,event,1,RUN-2025W05-001,2025-01-27 06:34:00,Cross-Sell
INS-00000103,performance,client,CL-71033,insight_hit,event,1,RUN-2025W06-003,2025-02-03 06:40:00,Retention
INS-00000104,performance,client,CL-71033,insight_hit,event,1,RUN-2025W06-003,2025-02-03 06:13:00,CIO
INS-00000105,performance,client,CL-71033,insight_hit,event,1,RUN-2025W07-003,2025-02-10 06:34:00,Engagement
INS-00000106,performance,client,CL-71033,insight_hit,event,1,RUN-2025W07-001,2025-02-10 06:08:00,Retention
INS-00000107,performance,client,CL-71033,insight_hit,event,1,RUN-2025W07-002,2025-02-10 06:40:00,CIO
INS-00000108,performance,client,CL-71033,insight_hit,event,1,RUN-2025W08-003,2025-02-17 06:20:00,BGap
INS-00000109,performance,client,CL-71033,insight_hit,event,1,RUN-2025W08-001,2025-02-17 06:12:00,Cross-Sell
INS-00000110,performance,client,CL-71033,insight_hit,event,1,RUN-2025W08-001,2025-02-17 06:12:00,CIO
INS-00000111,performance,client,CL-71033,insight_hit,event,1,RUN-2025W09-001,2025-02-24 06:15:00,Retention
INS-00000112,performance,client,CL-71033,insight_hit,event,1,RUN-2025W09-002,2025-02-24 06:05:00,Compliance
INS-00000113,performance,client,CL-71033,insight_hit,event,1,RUN-2025W10-002,2025-03-03 06:06:00,Cross-Sell
INS-00000114,performance,client,CL-71033,insight_hit,event,1,RUN-2025W10-003,2025-03-03 06:26:00,Cross-Sell
INS-00000115,performance,client,CL-71033,insight_hit,event,1,RUN-2025W11-001,2025-03-10 06:45:00,CIO
INS-00000116,performance,client,CL-71033,insight_hit,event,1,RUN-2025W13-003,2025-03-24 06:25:00,Retention
INS-00000117,performance,client,CL-71033,insight_hit,event,1,RUN-2025W15-001,2025-04-07 06:01:00,CIO
INS-00000118,performance,client,CL-71033,insight_hit,event,1,RUN-2025W15-003,2025-04-07 06:36:00,BGap
INS-00000119,performance,client,CL-71033,insight_hit,event,1,RUN-2025W15-001,2025-04-07 06:23:00,Retention
INS-00000120,performance,client,CL-71033,insight_hit,event,1,RUN-2025W15-003,2025-04-07 06:32:00,Cross-Sell
INS-00000121,performance,client,CL-71033,insight_hit,event,1,RUN-2025W17-003,2025-04-21 06:21:00,Retention
INS-00000122,performance,client,CL-71033,insight_hit,event,1,RUN-2025W17-001,2025-04-21 06:12:00,Compliance
INS-00000123,performance,client,CL-71033,insight_hit,event,1,RUN-2025W17-001,2025-04-21 06:06:00,SoW
INS-00000124,performance,client,CL-71033,insight_hit,event,1,RUN-2025W17-003,2025-04-21 06:35:00,Engagement
INS-00000125,performance,client,CL-71033,insight_hit,event,1,RUN-2025W17-002,2025-04-21 06:36:00,CIO
INS-00000126,performance,client,CL-71033,insight_hit,event,1,RUN-2025W18-001,2025-04-28 06:12:00,SoW
INS-00000127,performance,client,CL-71033,insight_hit,event,1,RUN-2025W18-001,2025-04-28 06:13:00,Cross-Sell
INS-00000128,performance,client,CL-71033,insight_hit,event,1,RUN-2025W20-002,2025-05-12 06:10:00,Retention
INS-00000129,performance,client,CL-71033,insight_hit,event,1,RUN-2025W21-003,2025-05-19 06:06:00,SoW
INS-00000130,performance,client,CL-71033,insight_hit,event,1,RUN-2025W21-003,2025-05-19 06:08:00,Compliance
INS-00000131,performance,client,CL-71033,insight_hit,event,1,RUN-2025W22-001,2025-05-26 06:04:00,BGap
INS-00000132,performance,client,CL-71033,insight_hit,event,1,RUN-2025W23-002,2025-06-02 06:25:00,Compliance
INS-00000133,performance,client,CL-71033,insight_hit,event,1,RUN-2025W23-002,2025-06-02 06:32:00,Compliance
INS-00000134,performance,client,CL-71033,insight_hit,event,1,RUN-2025W24-003,2025-06-09 06:13:00,BGap
INS-00000135,performance,client,CL-71033,insight_hit,event,1,RUN-2025W26-003,2025-06-23 06:00:00,Retention
INS-00000136,performance,client,CL-71033,insight_hit,event,1,RUN-2025W27-001,2025-06-30 06:02:00,CIO
INS-00000137,performance,client,CL-71033,insight_hit,event,1,RUN-2025W27-002,2025-06-30 06:26:00,BGap
INS-00000138,performance,client,CL-71033,insight_hit,event,1,RUN-2025W27-002,2025-06-30 06:23:00,CIO
INS-00000139,performance,client,CL-71033,insight_hit,event,1,RUN-2025W27-001,2025-06-30 06:38:00,SoW
INS-00000140,performance,client,CL-71033,insight_hit,event,1,RUN-2025W29-001,2025-07-14 06:32:00,BGap
INS-00000141,performance,client,CL-71033,insight_hit,event,1,RUN-2025W29-003,2025-07-14 06:05:00,Cross-Sell
INS-00000142,performance,client,CL-71033,insight_hit,event,1,RUN-2025W34-002,2025-08-18 06:40:00,Engagement
INS-00000143,performance,client,CL-71033,insight_hit,event,1,RUN-2025W34-001,2025-08-18 06:38:00,Engagement
INS-00000144,performance,client,CL-71033,insight_hit,event,1,RUN-2025W36-002,2025-09-01 06:37:00,Cross-Sell
INS-00000145,performance,client,CL-69222,insight_hit,event,1,RUN-2024W37-002,2024-09-09 06:16:00,SoW
INS-00000146,performance,client,CL-69222,insight_hit,event,1,RUN-2024W37-002,2024-09-09 06:10:00,CIO
INS-00000147,performance,client,CL-69222,insight_hit,event,1,RUN-2024W37-003,2024-09-09 06:21:00,Retention
INS-00000148,performance,client,CL-69222,insight_hit,event,1,RUN-2024W37-002,2024-09-09 06:23:00,Cross-Sell
INS-00000149,performance,client,CL-69222,insight_hit,event,1,RUN-2024W37-002,2024-09-09 06:11:00,CIO
INS-00000150,performance,client,CL-69222,insight_hit,event,1,RUN-2024W38-001,2024-09-16 06:11:00,Cross-Sell
INS-00000151,performance,client,CL-69222,insight_hit,event,1,RUN-2024W38-002,2024-09-16 06:21:00,Compliance
INS-00000152,performance,client,CL-69222,insight_hit,event,1,RUN-2024W38-001,2024-09-16 06:06:00,BGap
INS-00000153,performance,client,CL-69222,insight_hit,event,1,RUN-2024W38-003,2024-09-16 06:40:00,SoW
INS-00000154,performance,client,CL-69222,insight_hit,event,1,RUN-2024W39-002,2024-09-23 06:14:00,Retention
INS-00000155,performance,client,CL-69222,insight_hit,event,1,RUN-2024W39-002,2024-09-23 06:19:00,CIO
INS-00000156,performance,client,CL-69222,insight_hit,event,1,RUN-2024W39-002,2024-09-23 06:42:00,Engagement
INS-00000157,performance,client,CL-69222,insight_hit,event,1,RUN-2024W40-003,2024-09-30 06:11:00,SoW
INS-00000158,performance,client,CL-69222,insight_hit,event,1,RUN-2024W40-003,2024-09-30 06:24:00,Compliance
INS-00000159,performance,client,CL-69222,insight_hit,event,1,RUN-2024W40-001,2024-09-30 06:41:00,Retention
INS-00000160,performance,client,CL-69222,insight_hit,event,1,RUN-2024W40-002,2024-09-30 06:07:00,Engagement
INS-00000161,performance,client,CL-69222,insight_hit,event,1,RUN-2024W41-001,2024-10-07 06:01:00,Engagement
INS-00000162,performance,client,CL-69222,insight_hit,event,1,RUN-2024W41-003,2024-10-07 06:06:00,CIO
INS-00000163,performance,client,CL-69222,insight_hit,event,1,RUN-2024W41-002,2024-10-07 06:16:00,Compliance
INS-00000164,performance,client,CL-69222,insight_hit,event,1,RUN-2024W41-001,2024-10-07 06:32:00,Cross-Sell
INS-00000165,performance,client,CL-69222,insight_hit,event,1,RUN-2024W41-003,2024-10-07 06:12:00,Compliance
INS-00000166,performance,client,CL-69222,insight_hit,event,1,RUN-2024W42-001,2024-10-14 06:00:00,BGap
INS-00000167,performance,client,CL-69222,insight_hit,event,1,RUN-2024W42-002,2024-10-14 06:16:00,BGap
INS-00000168,performance,client,CL-69222,insight_hit,event,1,RUN-2024W42-003,2024-10-14 06:35:00,Engagement
INS-00000169,performance,client,CL-69222,insight_hit,event,1,RUN-2024W42-003,2024-10-14 06:26:00,Engagement
INS-00000170,performance,client,CL-69222,insight_hit,event,1,RUN-2024W42-003,2024-10-14 06:06:00,Compliance
INS-00000171,performance,client,CL-69222,insight_hit,event,1,RUN-2024W43-001,2024-10-21 06:41:00,Engagement
INS-00000172,performance,client,CL-69222,insight_hit,event,1,RUN-2024W43-003,2024-10-21 06:38:00,Cross-Sell
INS-00000173,performance,client,CL-69222,insight_hit,event,1,RUN-2024W43-002,2024-10-21 06:02:00,CIO
INS-00000174,performance,client,CL-69222,insight_hit,event,1,RUN-2024W43-002,2024-10-21 06:24:00,CIO
INS-00000175,performance,client,CL-69222,insight_hit,event,1,RUN-2024W43-003,2024-10-21 06:31:00,Engagement
INS-00000176,performance,client,CL-69222,insight_hit,event,1,RUN-2024W43-001,2024-10-21 06:38:00,Compliance
INS-00000177,performance,client,CL-69222,insight_hit,event,1,RUN-2024W43-002,2024-10-21 06:31:00,BGap
INS-00000178,performance,client,CL-69222,insight_hit,event,1,RUN-2024W43-002,2024-10-21 06:33:00,Engagement
INS-00000179,performance,client,CL-69222,insight_hit,event,1,RUN-2024W43-002,2024-10-21 06:19:00,Engagement
INS-00000180,performance,client,CL-69222,insight_hit,event,1,RUN-2024W44-002,2024-10-28 06:18:00,Retention
INS-00000181,performance,client,CL-69222,insight_hit,event,1,RUN-2024W44-003,2024-10-28 06:17:00,BGap
INS-00000182,performance,client,CL-69222,insight_hit,event,1,RUN-2024W44-003,2024-10-28 06:42:00,Retention
INS-00000183,performance,client,CL-69222,insight_hit,event,1,RUN-2024W44-001,2024-10-28 06:18:00,SoW
INS-00000184,performance,client,CL-69222,insight_hit,event,1,RUN-2024W44-003,2024-10-28 06:15:00,SoW
INS-00000185,performance,client,CL-69222,insight_hit,event,1,RUN-2024W44-001,2024-10-28 06:40:00,Compliance
INS-00000186,performance,client,CL-69222,insight_hit,event,1,RUN-2024W44-002,2024-10-28 06:43:00,SoW
INS-00000187,performance,client,CL-69222,insight_hit,event,1,RUN-2024W45-003,2024-11-04 06:20:00,Compliance
INS-00000188,performance,client,CL-69222,insight_hit,event,1,RUN-2024W45-003,2024-11-04 06:03:00,Retention
INS-00000189,performance,client,CL-69222,insight_hit,event,1,RUN-2024W45-001,2024-11-04 06:20:00,Cross-Sell
INS-00000190,performance,client,CL-69222,insight_hit,event,1,RUN-2024W45-002,2024-11-04 06:14:00,Retention
INS-00000191,performance,client,CL-69222,insight_hit,event,1,RUN-2024W45-002,2024-11-04 06:30:00,Cross-Sell
INS-00000192,performance,client,CL-69222,insight_hit,event,1,RUN-2024W45-001,2024-11-04 06:15:00,Engagement
INS-00000193,performance,client,CL-69222,insight_hit,event,1,RUN-2024W45-003,2024-11-04 06:06:00,Compliance
INS-00000194,performance,client,CL-69222,insight_hit,event,1,RUN-2024W46-001,2024-11-11 06:09:00,Engagement
INS-00000195,performance,client,CL-69222,insight_hit,event,1,RUN-2024W46-001,2024-11-11 06:45:00,SoW
INS-00000196,performance,client,CL-69222,insight_hit,event,1,RUN-2024W46-002,2024-11-11 06:39:00,Compliance
INS-00000197,performance,client,CL-69222,insight_hit,event,1,RUN-2024W46-001,2024-11-11 06:07:00,Cross-Sell
INS-00000198,performance,client,CL-69222,insight_hit,event,1,RUN-2024W46-002,2024-11-11 06:03:00,Engagement
INS-00000199,performance,client,CL-69222,insight_hit,event,1,RUN-2024W46-001,2024-11-11 06:09:00,BGap
INS-00000200,performance,client,CL-69222,insight_hit,event,1,RUN-2024W46-001,2024-11-11 06:28:00,Retention
INS-00000201,performance,client,CL-69222,insight_hit,event,1,RUN-2024W46-002,2024-11-11 06:26:00,Engagement
INS-00000202,performance,client,CL-69222,insight_hit,event,1,RUN-2024W46-003,2024-11-11 06:16:00,Engagement
INS-00000203,performance,client,CL-69222,insight_hit,event,1,RUN-2024W46-002,2024-11-11 06:43:00,BGap
INS-00000204,performance,client,CL-69222,insight_hit,event,1,RUN-2024W46-001,2024-11-11 06:33:00,BGap
INS-00000205,performance,client,CL-69222,insight_hit,event,1,RUN-2024W46-001,2024-11-11 06:08:00,Compliance
INS-00000206,performance,client,CL-69222,insight_hit,event,1,RUN-2024W46-003,2024-11-11 06:07:00,BGap
INS-00000207,performance,client,CL-69222,insight_hit,event,1,RUN-2024W46-003,2024-11-11 06:32:00,Cross-Sell
INS-00000208,performance,client,CL-69222,insight_hit,event,1,RUN-2024W46-002,2024-11-11 06:22:00,BGap
INS-00000209,performance,client,CL-69222,insight_hit,event,1,RUN-2024W46-003,2024-11-11 06:39:00,Retention
INS-00000210,performance,client,CL-69222,insight_hit,event,1,RUN-2024W47-003,2024-11-18 06:36:00,Engagement
INS-00000211,performance,client,CL-69222,insight_hit,event,1,RUN-2024W47-003,2024-11-18 06:12:00,BGap
INS-00000212,performance,client,CL-69222,insight_hit,event,1,RUN-2024W47-001,2024-11-18 06:15:00,CIO
INS-00000213,performance,client,CL-69222,insight_hit,event,1,RUN-2024W47-003,2024-11-18 06:32:00,CIO
INS-00000214,performance,client,CL-69222,insight_hit,event,1,RUN-2024W47-001,2024-11-18 06:43:00,Retention
INS-00000215,performance,client,CL-69222,insight_hit,event,1,RUN-2024W47-001,2024-11-18 06:03:00,BGap
INS-00000216,performance,client,CL-69222,insight_hit,event,1,RUN-2024W47-002,2024-11-18 06:16:00,SoW
INS-00000217,performance,client,CL-69222,insight_hit,event,1,RUN-2024W48-001,2024-11-25 06:39:00,SoW
INS-00000218,performance,client,CL-69222,insight_hit,event,1,RUN-2024W48-003,2024-11-25 06:14:00,BGap
INS-00000219,performance,client,CL-69222,insight_hit,event,1,RUN-2024W48-001,2024-11-25 06:04:00,Retention
INS-00000220,performance,client,CL-69222,insight_hit,event,1,RUN-2024W48-003,2024-11-25 06:10:00,CIO
INS-00000221,performance,client,CL-69222,insight_hit,event,1,RUN-2024W48-002,2024-11-25 06:40:00,Compliance
INS-00000222,performance,client,CL-69222,insight_hit,event,1,RUN-2024W48-002,2024-11-25 06:30:00,CIO
INS-00000223,performance,client,CL-69222,insight_hit,event,1,RUN-2024W48-002,2024-11-25 06:21:00,Compliance
INS-00000224,performance,client,CL-69222,insight_hit,event,1,RUN-2024W48-001,2024-11-25 06:08:00,Cross-Sell
INS-00000225,performance,client,CL-69222,insight_hit,event,1,RUN-2024W48-002,2024-11-25 06:07:00,Cross-Sell
INS-00000226,performance,client,CL-69222,insight_hit,event,1,RUN-2024W48-001,2024-11-25 06:39:00,Compliance
INS-00000227,performance,client,CL-69222,insight_hit,event,1,RUN-2024W49-003,2024-12-02 06:27:00,BGap
INS-00000228,performance,client,CL-69222,insight_hit,event,1,RUN-2024W49-001,2024-12-02 06:24:00,BGap
INS-00000229,performance,client,CL-69222,insight_hit,event,1,RUN-2024W49-003,2024-12-02 06:09:00,Cross-Sell
INS-00000230,performance,client,CL-69222,insight_hit,event,1,RUN-2024W49-002,2024-12-02 06:38:00,BGap
INS-00000231,performance,client,CL-69222,insight_hit,event,1,RUN-2024W49-003,2024-12-02 06:35:00,Cross-Sell
INS-00000232,performance,client,CL-69222,insight_hit,event,1,RUN-2024W49-002,2024-12-02 06:11:00,Retention
INS-00000233,performance,client,CL-69222,insight_hit,event,1,RUN-2024W49-003,2024-12-02 06:23:00,SoW
INS-00000234,performance,client,CL-69222,insight_hit,event,1,RUN-2024W50-002,2024-12-09 06:29:00,SoW
INS-00000235,performance,client,CL-69222,insight_hit,event,1,RUN-2024W50-001,2024-12-09 06:34:00,Compliance
INS-00000236,performance,client,CL-69222,insight_hit,event,1,RUN-2024W50-003,2024-12-09 06:36:00,Compliance
INS-00000237,performance,client,CL-69222,insight_hit,event,1,RUN-2024W50-002,2024-12-09 06:43:00,BGap
INS-00000238,performance,client,CL-69222,insight_hit,event,1,RUN-2024W50-001,2024-12-09 06:00:00,BGap
INS-00000239,performance,client,CL-69222,insight_hit,event,1,RUN-2024W50-003,2024-12-09 06:13:00,Engagement
INS-00000240,performance,client,CL-69222,insight_hit,event,1,RUN-2024W50-003,2024-12-09 06:05:00,BGap
INS-00000241,performance,client,CL-69222,insight_hit,event,1,RUN-2024W51-003,2024-12-16 06:31:00,Cross-Sell
INS-00000242,performance,client,CL-69222,insight_hit,event,1,RUN-2024W51-002,2024-12-16 06:44:00,BGap
INS-00000243,performance,client,CL-69222,insight_hit,event,1,RUN-2024W51-001,2024-12-16 06:09:00,BGap
INS-00000244,performance,client,CL-69222,insight_hit,event,1,RUN-2024W51-003,2024-12-16 06:42:00,BGap
