insight_id,insight_type,target_type,target_key,metric name,metric_type,metric_value,run_id,insight_date_time,insights_category
INS-00000023,performance,client,CL-52445,insight_hit,event,1,RUN-20241102-002,2024-11-02 05:38:00,CIO
INS-00000024,performance,client,CL-52445,insight_hit,event,1,RUN-20241103-001,2024-11-03 04:30:39,Engagement
INS-00000025,performance,client,CL-52445,insight_hit,event,1,RUN-20241104-005,2024-11-04 01:20:43,Engagement
INS-00000026,performance,client,CL-52445,insight_hit,event,1,RUN-20241106-001,2024-11-06 17:30:50,Engagement
INS-00000027,performance,client,CL-52445,insight_hit,event,1,RUN-20241106-003,2024-11-06 01:15:12,SoW
INS-00000028,performance,client,CL-52445,insight_hit,event,1,RUN-20241111-005,2024-11-11 03:32:28,SoW
INS-00000029,performance,client,CL-52445,insight_hit,event,1,RUN-20241114-005,2024-11-14 02:28:20,Engagement
INS-00000030,performance,client,CL-52445,insight_hit,event,1,RUN-20241120-003,2024-11-20 19:32:12,Compliance
INS-00000031,performance,client,CL-52445,insight_hit,event,1,RUN-20241123-004,2024-11-23 16:34:51,Engagement
INS-00000032,performance,client,CL-52445,insight_hit,event,1,RUN-20241125-003,2024-11-25 07:44:33,Engagement
INS-00000033,performance,client,CL-52445,insight_hit,event,1,RUN-20241130-002,2024-11-30 06:53:28,Compliance
INS-00000034,performance,client,CL-52445,insight_hit,event,1,RUN-20241203-003,2024-12-03 03:25:28,SoW
INS-00000035,performance,client,CL-52445,insight_hit,event,1,RUN-20241203-001,2024-12-03 21:15:27,CIO
INS-00000036,performance,client,CL-52445,insight_hit,event,1,RUN-20241204-001,2024-12-04 21:19:50,Cross-Sell
INS-00000037,performance,client,CL-52445,insight_hit,event,1,RUN-20241205-003,2024-12-05 04:45:41,CIO
INS-00000038,performance,client,CL-52445,insight_hit,event,1,RUN-20241208-004,2024-12-08 08:56:08,CIO
INS-00000039,performance,client,CL-52445,insight_hit,event,1,RUN-20241208-004,2024-12-08 23:06:25,CIO
INS-00000040,performance,client,CL-52445,insight_hit,event,1,RUN-20241209-002,2024-12-09 21:53:14,Retention
INS-00000041,performance,client,CL-52445,insight_hit,event,1,RUN-20241209-003,2024-12-09 13:32:25,Compliance
INS-00000042,performance,client,CL-52445,insight_hit,event,1,RUN-20241217-001,2024-12-17 06:22:20,Retention
INS-00000043,performance,client,CL-52445,insight_hit,event,1,RUN-20241217-005,2024-12-17 11:01:21,Compliance
INS-00000044,performance,client,CL-52445,insight_hit,event,1,RUN-20241221-004,2024-12-21 14:45:01,BGap
INS-00000045,performance,client,CL-52445,insight_hit,event,1,RUN-20241224-005,2024-12-24 16:39:18,SoW
INS-00000046,performance,client,CL-52445,insight_hit,event,1,RUN-20241225-002,2024-12-25 03:58:50,SoW
INS-00000047,performance,client,CL-52445,insight_hit,event,1,RUN-20241230-001,2024-12-30 02:16:17,Cross-Sell
INS-00000048,performance,client,CL-52445,insight_hit,event,1,RUN-20250106-002,2025-01-06 05:17:48,Cross-Sell
INS-00000049,performance,client,CL-52445,insight_hit,event,1,RUN-20250108-003,2025-01-08 13:54:58,Compliance
INS-00000050,performance,client,CL-52445,insight_hit,event,1,RUN-20250111-005,2025-01-11 04:34:58,Engagement
INS-00000051,performance,client,CL-52445,insight_hit,event,1,RUN-20250111-001,2025-01-11 15:44:20,BGap
INS-00000052,performance,client,CL-52445,insight_hit,event,1,RUN-20250112-002,2025-01-12 01:51:44,Compliance
INS-00000053,performance,client,CL-52445,insight_hit,event,1,RUN-20250122-001,2025-01-22 02:17:01,Cross-Sell
INS-00000054,performance,client,CL-52445,insight_hit,event,1,RUN-20250126-002,2025-01-26 08:05:38,SoW
INS-00000055,performance,client,CL-52445,insight_hit,event,1,RUN-20250204-004,2025-02-04 08:55:07,SoW
INS-00000056,performance,client,CL-52445,insight_hit,event,1,RUN-20250206-003,2025-02-06 10:35:26,Engagement
INS-00000057,performance,client,CL-52445,insight_hit,event,1,RUN-20250211-002,2025-02-11 04:02:33,SoW
INS-00000058,performance,client,CL-52445,insight_hit,event,1,RUN-20250222-002,2025-02-22 05:16:03,CIO
INS-00000059,performance,client,CL-52445,insight_hit,event,1,RUN-20250228-005,2025-02-28 09:40:19,Cross-Sell
INS-00000060,performance,client,CL-52445,insight_hit,event,1,RUN-20250323-005,2025-03-23 06:18:28,Retention
INS-00000061,performance,client,CL-52445,insight_hit,event,1,RUN-20250327-001,2025-03-27 05:17:22,BGap
INS-00000062,performance,client,CL-52445,insight_hit,event,1,RUN-20250403-005,2025-04-03 01:00:01,Engagement
INS-00000063,performance,client,CL-52445,insight_hit,event,1,RUN-20250406-002,2025-04-06 06:32:30,Compliance
INS-00000064,performance,client,CL-52445,insight_hit,event,1,RUN-20250411-004,2025-04-11 03:42:52,Retention
INS-00000065,performance,client,CL-52445,insight_hit,event,1,RUN-20250422-004,2025-04-22 15:34:53,Engagement
INS-00000066,performance,client,CL-52445,insight_hit,event,1,RUN-20250428-002,2025-04-28 09:44:13,BGap
INS-00000067,performance,client,CL-52445,insight_hit,event,1,RUN-20250430-002,2025-04-30 06:53:56,Compliance
INS-00000068,performance,client,CL-52445,insight_hit,event,1,RUN-20250522-002,2025-05-22 11:03:53,SoW
INS-00000069,performance,client,CL-52445,insight_hit,event,1,RUN-20250526-003,2025-05-26 02:40:47,Compliance
INS-00000070,performance,client,CL-52445,insight_hit,event,1,RUN-20250609-004,2025-06-09 05:03:05,Cross-Sell
INS-00000071,performance,client,CL-52445,insight_hit,event,1,RUN-20250620-005,2025-06-20 16:42:18,CIO
INS-00000072,performance,client,CL-52445,insight_hit,event,1,RUN-20250717-004,2025-07-17 22:18:02,CIO
INS-00000073,performance,client,CL-52445,insight_hit,event,1,RUN-20250731-001,2025-07-31 05:17:28,BGap
INS-00000074,performance,client,CL-52445,insight_hit,event,1,RUN-20250802-003,2025-08-02 11:21:35,CIO
INS-00000075,performance,client,CL-52445,insight_hit,event,1,RUN-20250804-002,2025-08-04 01:56:19,BGap
INS-00000076,performance,client,CL-52445,insight_hit,event,1,RUN-20250806-004,2025-08-06 05:00:21,SoW
INS-00000077,performance,client,CL-52445,insight_hit,event,1,RUN-20250807-002,2025-08-07 15:17:32,CIO
INS-00000078,performance,client,CL-52445,insight_hit,event,1,RUN-20250811-001,2025-08-11 16:49:00,BGap
INS-00000079,performance,client,CL-52445,insight_hit,event,1,RUN-20250811-005,2025-08-11 02:09:25,SoW
INS-00000080,performance,client,CL-52445,insight_hit,event,1,RUN-20250823-003,2025-08-23 12:01:19,Retention
INS-00000081,performance,client,CL-52445,insight_hit,event,1,RUN-20250901-005,2025-09-01 07:05:37,Cross-Sell
INS-00000082,performance,client,CL-29772,insight_hit,event,1,RUN-20240905-005,2024-09-05 04:42:57,Compliance
INS-00000083,performance,client,CL-29772,insight_hit,event,1,RUN-20240906-002,2024-09-06 10:46:31,BGap
INS-00000084,performance,client,CL-29772,insight_hit,event,1,RUN-20240907-002,2024-09-07 23:39:41,SoW
INS-00000085,performance,client,CL-29772,insight_hit,event,1,RUN-20240908-004,2024-09-08 22:57:32,Retention
INS-00000086,performance,client,CL-29772,insight_hit,event,1,RUN-20240909-002,2024-09-09 22:51:32,Engagement
INS-00000087,performance,client,CL-29772,insight_hit,event,1,RUN-20240909-001,2024-09-09 16:36:53,Cross-Sell
INS-00000088,performance,client,CL-29772,insight_hit,event,1,RUN-20240910-002,2024-09-10 21:37:51,SoW
INS-00000089,performance,client,CL-29772,insight_hit,event,1,RUN-20240910-003,2024-09-10 00:02:08,SoW
INS-00000090,performance,client,CL-29772,insight_hit,event,1,RUN-20240917-005,2024-09-17 12:53:28,SoW
INS-00000091,performance,client,CL-29772,insight_hit,event,1,RUN-20240917-005,2024-09-17 20:01:40,Retention
INS-00000092,performance,client,CL-29772,insight_hit,event,1,RUN-20240918-001,2024-09-18 07:31:16,Compliance
INS-00000093,performance,client,CL-29772,insight_hit,event,1,RUN-20240919-005,2024-09-19 02:47:59,Engagement
INS-00000094,performance,client,CL-29772,insight_hit,event,1,RUN-20240919-001,2024-09-19 02:42:33,Retention
INS-00000095,performance,client,CL-29772,insight_hit,event,1,RUN-20240919-001,2024-09-19 23:30:16,Cross-Sell
INS-00000096,performance,client,CL-29772,insight_hit,event,1,RUN-20240919-002,2024-09-19 08:15:46,CIO
INS-00000097,performance,client,CL-29772,insight_hit,event,1,RUN-20240921-004,2024-09-21 23:41:29,Cross-Sell
INS-00000098,performance,client,CL-29772,insight_hit,event,1,RUN-20240921-003,2024-09-21 12:04:30,Cross-Sell
INS-00000099,performance,client,CL-29772,insight_hit,event,1,RUN-20240922-002,2024-09-22 01:39:40,SoW
INS-00000100,performance,client,CL-29772,insight_hit,event,1,RUN-20240924-003,2024-09-24 19:09:21,Retention
INS-00000101,performance,client,CL-29772,insight_hit,event,1,RUN-20240924-005,2024-09-24 23:44:19,Engagement
INS-00000102,performance,client,CL-29772,insight_hit,event,1,RUN-20240925-001,2024-09-25 04:00:30,Compliance
INS-00000103,performance,client,CL-29772,insight_hit,event,1,RUN-20240925-002,2024-09-25 08:43:06,Retention
INS-00000104,performance,client,CL-29772,insight_hit,event,1,RUN-20240927-005,2024-09-27 15:18:45,BGap
INS-00000105,performance,client,CL-29772,insight_hit,event,1,RUN-20240927-001,2024-09-27 14:29:29,Engagement
INS-00000106,performance,client,CL-29772,insight_hit,event,1,RUN-20240929-004,2024-09-29 06:19:05,SoW
INS-00000107,performance,client,CL-29772,insight_hit,event,1,RUN-20240929-005,2024-09-29 09:29:04,Compliance
INS-00000108,performance,client,CL-29772,insight_hit,event,1,RUN-20241001-002,2024-10-01 08:24:13,SoW
INS-00000109,performance,client,CL-29772,insight_hit,event,1,RUN-20241004-005,2024-10-04 18:05:09,BGap
INS-00000110,performance,client,CL-29772,insight_hit,event,1,RUN-20241004-005,2024-10-04 11:08:38,BGap
INS-00000111,performance,client,CL-29772,insight_hit,event,1,RUN-20241006-002,2024-10-06 03:45:23,Compliance
INS-00000112,performance,client,CL-29772,insight_hit,event,1,RUN-20241006-002,2024-10-06 15:25:01,SoW
INS-00000113,performance,client,CL-29772,insight_hit,event,1,RUN-20241006-004,2024-10-06 15:43:28,BGap
INS-00000114,performance,client,CL-29772,insight_hit,event,1,RUN-20241006-003,2024-10-06 23:09:26,Compliance
INS-00000115,performance,client,CL-29772,insight_hit,event,1,RUN-20241007-003,2024-10-07 10:07:53,SoW
INS-00000116,performance,client,CL-29772,insight_hit,event,1,RUN-20241007-004,2024-10-07 10:48:21,SoW
INS-00000117,performance,client,CL-29772,insight_hit,event,1,RUN-20241007-003,2024-10-07 06:45:00,BGap
INS-00000118,performance,client,CL-29772,insight_hit,event,1,RUN-20241010-004,2024-10-10 11:04:25,Cross-Sell
INS-00000119,performance,client,CL-29772,insight_hit,event,1,RUN-20241011-004,2024-10-11 18:04:23,Cross-Sell
INS-00000120,performance,client,CL-29772,insight_hit,event,1,RUN-20241011-003,2024-10-11 08:54:03,SoW
INS-00000121,performance,client,CL-29772,insight_hit,event,1,RUN-20241012-003,2024-10-12 01:53:42,Retention
INS-00000122,performance,client,CL-29772,insight_hit,event,1,RUN-20241012-004,2024-10-12 04:15:17,Engagement
INS-00000123,performance,client,CL-29772,insight_hit,event,1,RUN-20241013-003,2024-10-13 10:12:49,Cross-Sell
INS-00000124,performance,client,CL-29772,insight_hit,event,1,RUN-20241014-004,2024-10-14 13:56:01,Engagement
INS-00000125,performance,client,CL-29772,insight_hit,event,1,RUN-20241014-001,2024-10-14 17:13:46,SoW
INS-00000126,performance,client,CL-29772,insight_hit,event,1,RUN-20241015-005,2024-10-15 23:26:28,Cross-Sell
INS-00000127,performance,client,CL-29772,insight_hit,event,1,RUN-20241015-003,2024-10-15 04:41:55,Compliance
INS-00000128,performance,client,CL-29772,insight_hit,event,1,RUN-20241016-005,2024-10-16 01:58:59,CIO
INS-00000129,performance,client,CL-29772,insight_hit,event,1,RUN-20241016-003,2024-10-16 05:30:26,BGap
INS-00000130,performance,client,CL-29772,insight_hit,event,1,RUN-20241018-003,2024-10-18 09:16:47,Compliance
INS-00000131,performance,client,CL-29772,insight_hit,event,1,RUN-20241018-004,2024-10-18 20:15:19,Engagement
INS-00000132,performance,client,CL-29772,insight_hit,event,1,RUN-20241018-002,2024-10-18 21:25:07,Retention
INS-00000133,performance,client,CL-29772,insight_hit,event,1,RUN-20241019-005,2024-10-19 05:04:13,Cross-Sell
INS-00000134,performance,client,CL-29772,insight_hit,event,1,RUN-20241020-004,2024-10-20 15:35:14,BGap
INS-00000135,performance,client,CL-29772,insight_hit,event,1,RUN-20241021-005,2024-10-21 14:27:08,CIO
INS-00000136,performance,client,CL-29772,insight_hit,event,1,RUN-20241021-003,2024-10-21 07:05:11,Engagement
INS-00000137,performance,client,CL-29772,insight_hit,event,1,RUN-20241022-003,2024-10-22 02:20:15,BGap
INS-00000138,performance,client,CL-29772,insight_hit,event,1,RUN-20241022-001,2024-10-22 18:12:56,Retention
INS-00000139,performance,client,CL-29772,insight_hit,event,1,RUN-20241022-005,2024-10-22 13:24:26,CIO
INS-00000140,performance,client,CL-29772,insight_hit,event,1,RUN-20241024-001,2024-10-24 12:17:21,Compliance
INS-00000141,performance,client,CL-29772,insight_hit,event,1,RUN-20241024-002,2024-10-24 08:36:23,Retention
INS-00000142,performance,client,CL-29772,insight_hit,event,1,RUN-20241026-002,2024-10-26 16:33:40,SoW
INS-00000143,performance,client,CL-29772,insight_hit,event,1,RUN-20241027-004,2024-10-27 08:57:15,Compliance
INS-00000144,performance,client,CL-29772,insight_hit,event,1,RUN-20241027-003,2024-10-27 20:28:27,Cross-Sell
INS-00000145,performance,client,CL-29772,insight_hit,event,1,RUN-20241029-004,2024-10-29 00:08:02,Retention
INS-00000146,performance,client,CL-29772,insight_hit,event,1,RUN-20241031-001,2024-10-31 15:37:31,SoW
INS-00000147,performance,client,CL-29772,insight_hit,event,1,RUN-20241031-005,2024-10-31 12:59:59,Cross-Sell
INS-00000148,performance,client,CL-29772,insight_hit,event,1,RUN-20241031-001,2024-10-31 14:28:15,CIO
INS-00000149,performance,client,CL-29772,insight_hit,event,1,RUN-20241103-001,2024-11-03 04:09:33,Cross-Sell
INS-00000150,performance,client,CL-29772,insight_hit,event,1,RUN-20241103-004,2024-11-03 23:44:41,SoW
INS-00000151,performance,client,CL-29772,insight_hit,event,1,RUN-20241108-001,2024-11-08 17:49:02,Cross-Sell
INS-00000152,performance,client,CL-29772,insight_hit,event,1,RUN-20241108-001,2024-11-08 04:14:36,Retention
INS-00000153,performance,client,CL-29772,insight_hit,event,1,RUN-20241109-003,2024-11-09 22:19:08,Engagement
INS-00000154,performance,client,CL-29772,insight_hit,event,1,RUN-20241110-001,2024-11-10 20:27:44,SoW
INS-00000155,performance,client,CL-29772,insight_hit,event,1,RUN-20241111-005,2024-11-11 02:19:33,CIO
INS-00000156,performance,client,CL-29772,insight_hit,event,1,RUN-20241112-005,2024-11-12 12:16:14,SoW
INS-00000157,performance,client,CL-29772,insight_hit,event,1,RUN-20241112-004,2024-11-12 00:34:19,BGap
INS-00000158,performance,client,CL-29772,insight_hit,event,1,RUN-20241112-002,2024-11-12 10:41:53,Compliance
INS-00000159,performance,client,CL-29772,insight_hit,event,1,RUN-20241112-002,2024-11-12 16:15:35,SoW
INS-00000160,performance,client,CL-29772,insight_hit,event,1,RUN-20241114-003,2024-11-14 13:45:41,SoW
INS-00000161,performance,client,CL-29772,insight_hit,event,1,RUN-20241114-004,2024-11-14 00:12:31,SoW
INS-00000162,performance,client,CL-29772,insight_hit,event,1,RUN-20241114-004,2024-11-14 08:14:42,BGap
INS-00000163,performance,client,CL-29772,insight_hit,event,1,RUN-20241115-003,2024-11-15 07:31:02,Retention
INS-00000164,performance,client,CL-29772,insight_hit,event,1,RUN-20241115-004,2024-11-15 13:23:43,CIO
INS-00000165,performance,client,CL-29772,insight_hit,event,1,RUN-20241116-005,2024-11-16 00:51:18,SoW
INS-00000166,performance,client,CL-29772,insight_hit,event,1,RUN-20241117-003,2024-11-17 06:31:12,Cross-Sell
INS-00000167,performance,client,CL-29772,insight_hit,event,1,RUN-20241119-002,2024-11-19 06:14:29,BGap
INS-00000168,performance,client,CL-29772,insight_hit,event,1,RUN-20241122-004,2024-11-22 09:06:39,Engagement
INS-00000169,performance,client,CL-29772,insight_hit,event,1,RUN-20241124-004,2024-11-24 05:57:14,Compliance
INS-00000170,performance,client,CL-29772,insight_hit,event,1,RUN-20241126-002,2024-11-26 21:03:38,Compliance
INS-00000171,performance,client,CL-29772,insight_hit,event,1,RUN-20241126-005,2024-11-26 01:13:01,CIO
INS-00000172,performance,client,CL-29772,insight_hit,event,1,RUN-20241129-001,2024-11-29 13:03:45,CIO
INS-00000173,performance,client,CL-29772,insight_hit,event,1,RUN-20241130-003,2024-11-30 12:28:57,Retention
INS-00000174,performance,client,CL-29772,insight_hit,event,1,RUN-20241202-002,2024-12-02 03:05:59,BGap
INS-00000175,performance,client,CL-29772,insight_hit,event,1,RUN-20241202-005,2024-12-02 06:11:41,Retention
INS-00000176,performance,client,CL-29772,insight_hit,event,1,RUN-20241203-004,2024-12-03 14:02:19,Cross-Sell
INS-00000177,performance,client,CL-29772,insight_hit,event,1,RUN-20241204-002,2024-12-04 11:21:28,SoW
INS-00000178,performance,client,CL-29772,insight_hit,event,1,RUN-20241206-001,2024-12-06 00:05:17,BGap
INS-00000179,performance,client,CL-29772,insight_hit,event,1,RUN-20241207-005,2024-12-07 13:56:07,Cross-Sell
INS-00000180,performance,client,CL-29772,insight_hit,event,1,RUN-20241208-003,2024-12-08 06:24:22,Cross-Sell
INS-00000181,performance,client,CL-29772,insight_hit,event,1,RUN-20241208-004,2024-12-08 13:05:03,CIO
INS-00000182,performance,client,CL-29772,insight_hit,event,1,RUN-20241209-004,2024-12-09 11:34:58,CIO
INS-00000183,performance,client,CL-29772,insight_hit,event,1,RUN-20241212-004,2024-12-12 10:23:47,SoW
INS-00000184,performance,client,CL-29772,insight_hit,event,1,RUN-20241212-004,2024-12-12 20:26:15,SoW
INS-00000185,performance,client,CL-29772,insight_hit,event,1,RUN-20241213-001,2024-12-13 12:02:29,Cross-Sell
INS-00000186,performance,client,CL-29772,insight_hit,event,1,RUN-20241213-001,2024-12-13 01:16:12,Engagement
INS-00000187,performance,client,CL-29772,insight_hit,event,1,RUN-20241214-003,2024-12-14 10:23:17,Engagement
INS-00000188,performance,client,CL-29772,insight_hit,event,1,RUN-20241215-003,2024-12-15 01:16:47,BGap
INS-00000189,performance,client,CL-29772,insight_hit,event,1,RUN-20241215-005,2024-12-15 09:00:46,Cross-Sell
INS-00000190,performance,client,CL-29772,insight_hit,event,1,RUN-20241215-002,2024-12-15 20:04:01,SoW
INS-00000191,performance,client,CL-29772,insight_hit,event,1,RUN-20241216-004,2024-12-16 15:45:29,Cross-Sell
INS-00000192,performance,client,CL-29772,insight_hit,event,1,RUN-20241216-004,2024-12-16 08:58:27,CIO
INS-00000193,performance,client,CL-29772,insight_hit,event,1,RUN-20241216-003,2024-12-16 15:11:00,Cross-Sell
INS-00000194,performance,client,CL-29772,insight_hit,event,1,RUN-20241216-005,2024-12-16 22:49:09,CIO
INS-00000195,performance,client,CL-29772,insight_hit,event,1,RUN-20241218-004,2024-12-18 10:55:20,BGap
INS-00000196,performance,client,CL-29772,insight_hit,event,1,RUN-20241220-002,2024-12-20 19:05:32,Compliance
INS-00000197,performance,client,CL-29772,insight_hit,event,1,RUN-20241220-001,2024-12-20 05:15:26,Retention
INS-00000198,performance,client,CL-29772,insight_hit,event,1,RUN-20241220-005,2024-12-20 01:30:35,BGap
INS-00000199,performance,client,CL-29772,insight_hit,event,1,RUN-20241221-001,2024-12-21 05:27:56,SoW
INS-00000200,performance,client,CL-29772,insight_hit,event,1,RUN-20241223-002,2024-12-23 08:39:05,SoW
INS-00000201,performance,client,CL-29772,insight_hit,event,1,RUN-20241223-004,2024-12-23 13:31:45,CIO
INS-00000202,performance,client,CL-29772,insight_hit,event,1,RUN-20241223-004,2024-12-23 07:08:26,Engagement
INS-00000203,performance,client,CL-29772,insight_hit,event,1,RUN-20241223-005,2024-12-23 21:15:47,Cross-Sell
INS-00000204,performance,client,CL-29772,insight_hit,event,1,RUN-20241223-003,2024-12-23 21:48:07,BGap
INS-00000205,performance,client,CL-29772,insight_hit,event,1,RUN-20241224-003,2024-12-24 08:36:17,BGap
INS-00000206,performance,client,CL-29772,insight_hit,event,1,RUN-20241224-004,2024-12-24 23:16:12,CIO
INS-00000207,performance,client,CL-29772,insight_hit,event,1,RUN-20241226-002,2024-12-26 05:15:15,BGap
INS-00000208,performance,client,CL-29772,insight_hit,event,1,RUN-20241226-001,2024-12-26 18:12:20,Compliance
INS-00000209,performance,client,CL-29772,insight_hit,event,1,RUN-20241227-005,2024-12-27 08:15:32,CIO
INS-00000210,performance,client,CL-29772,insight_hit,event,1,RUN-20241228-004,2024-12-28 20:51:06,SoW
INS-00000211,performance,client,CL-29772,insight_hit,event,1,RUN-20241228-002,2024-12-28 03:00:30,Cross-Sell
INS-00000212,performance,client,CL-29772,insight_hit,event,1,RUN-20241229-001,2024-12-29 14:58:23,BGap
INS-00000213,performance,client,CL-29772,insight_hit,event,1,RUN-20241229-002,2024-12-29 07:07:03,Engagement
INS-00000214,performance,client,CL-29772,insight_hit,event,1,RUN-20241230-001,2024-12-30 18:12:59,BGap
INS-00000215,performance,client,CL-29772,insight_hit,event,1,RUN-20250102-004,2025-01-02 16:55:11,Engagement
INS-00000216,performance,client,CL-29772,insight_hit,event,1,RUN-20250102-001,2025-01-02 08:49:49,SoW
INS-00000217,performance,client,CL-29772,insight_hit,event,1,RUN-20250103-005,2025-01-03 20:38:45,BGap
INS-00000218,performance,client,CL-29772,insight_hit,event,1,RUN-20250104-003,2025-01-04 06:02:23,CIO
INS-00000219,performance,client,CL-29772,insight_hit,event,1,RUN-20250105-001,2025-01-05 01:13:16,Engagement
INS-00000220,performance,client,CL-29772,insight_hit,event,1,RUN-20250106-002,2025-01-06 23:41:58,Cross-Sell
INS-00000221,performance,client,CL-29772,insight_hit,event,1,RUN-20250107-004,2025-01-07 00:52:20,Retention
INS-00000222,performance,client,CL-29772,insight_hit,event,1,RUN-20250108-003,2025-01-08 11:11:39,SoW
INS-00000223,performance,client,CL-29772,insight_hit,event,1,RUN-20250108-004,2025-01-08 06:02:50,Engagement
INS-00000224,performance,client,CL-29772,insight_hit,event,1,RUN-20250109-001,2025-01-09 15:04:26,Cross-Sell
INS-00000225,performance,client,CL-29772,insight_hit,event,1,RUN-20250111-002,2025-01-11 12:42:35,Retention
INS-00000226,performance,client,CL-29772,insight_hit,event,1,RUN-20250112-002,2025-01-12 17:05:41,Compliance
INS-00000227,performance,client,CL-29772,insight_hit,event,1,RUN-20250112-003,2025-01-12 22:17:26,Retention
INS-00000228,performance,client,CL-29772,insight_hit,event,1,RUN-20250116-003,2025-01-16 09:26:03,Retention
INS-00000229,performance,client,CL-29772,insight_hit,event,1,RUN-20250118-004,2025-01-18 18:56:22,Compliance
INS-00000230,performance,client,CL-29772,insight_hit,event,1,RUN-20250118-003,2025-01-18 00:55:49,Retention
INS-00000231,performance,client,CL-29772,insight_hit,event,1,RUN-20250119-004,2025-01-19 06:25:46,CIO
INS-00000232,performance,client,CL-29772,insight_hit,event,1,RUN-20250121-002,2025-01-21 00:27:57,Compliance
INS-00000233,performance,client,CL-29772,insight_hit,event,1,RUN-20250123-004,2025-01-23 03:52:05,Engagement
INS-00000234,performance,client,CL-29772,insight_hit,event,1,RUN-20250125-002,2025-01-25 11:29:49,CIO
INS-00000235,performance,client,CL-29772,insight_hit,event,1,RUN-20250125-002,2025-01-25 00:03:35,Retention
INS-00000236,performance,client,CL-29772,insight_hit,event,1,RUN-20250126-005,2025-01-26 12:05:36,BGap
INS-00000237,performance,client,CL-29772,insight_hit,event,1,RUN-20250126-002,2025-01-26 23:32:10,BGap
INS-00000238,performance,client,CL-29772,insight_hit,event,1,RUN-20250126-002,2025-01-26 09:10:33,SoW
INS-00000239,performance,client,CL-29772,insight_hit,event,1,RUN-20250127-002,2025-01-27 03:24:31,BGap
INS-00000240,performance,client,CL-29772,insight_hit,event,1,RUN-20250128-004,2025-01-28 04:53:02,BGap
INS-00000241,performance,client,CL-29772,insight_hit,event,1,RUN-20250128-004,2025-01-28 01:38:59,SoW
INS-00000242,performance,client,CL-29772,insight_hit,event,1,RUN-20250130-002,2025-01-30 22:39:44,Retention
INS-00000243,performance,client,CL-29772,insight_hit,event,1,RUN-20250202-005,2025-02-02 07:39:25,Cross-Sell
INS-00000244,performance,client,CL-29772,insight_hit,event,1,RUN-20250202-002,2025-02-02 06:53:30,Engagement
INS-00000245,performance,client,CL-29772,insight_hit,event,1,RUN-20250206-005,2025-02-06 06:02:25,CIO
INS-00000246,performance,client,CL-29772,insight_hit,event,1,RUN-20250206-002,2025-02-06 12:22:07,CIO
INS-00000247,performance,client,CL-29772,insight_hit,event,1,RUN-20250206-002,2025-02-06 23:52:57,SoW
INS-00000248,performance,client,CL-29772,insight_hit,event,1,RUN-20250207-001,2025-02-07 17:53:48,Retention
