target_type,insight_type,target_key,week_start,count,mu_hat,pi_low,pi_high,is_anom
account,behavior,ACC-48555,2025-07-08,0,1.7530688629480957,0.0,7.0,False
account,behavior,ACC-48555,2025-07-15,3,1.7234865697381898,0.0,7.0,False
account,behavior,ACC-48555,2025-07-22,2,1.7008906507488173,0.0,7.0,False
account,behavior,ACC-48555,2025-07-29,2,1.6851200453103645,0.0,7.0,False
account,behavior,ACC-48555,2025-08-05,3,1.6759963484575642,0.0,7.0,False
account,behavior,ACC-48555,2025-08-12,1,1.6733248651269814,0.0,7.0,False
account,behavior,ACC-48555,2025-08-19,1,1.6768930157665383,0.0,7.0,False
account,behavior,ACC-48555,2025-08-26,1,1.6864663147181564,0.0,7.0,False
account,behavior,ACC-75506,2024-09-03,2,2.511048214786331,0.0,7.0,False
account,behavior,ACC-75506,2024-09-10,0,2.603827728093479,0.0,8.0,False
account,behavior,ACC-75506,2024-09-17,3,2.7054065548619572,0.0,8.0,False
account,behavior,ACC-75506,2024-09-24,3,2.814857868692405,0.0,8.0,False
account,behavior,ACC-75506,2024-10-01,3,2.9309998172615614,0.0,8.0,False
account,behavior,ACC-75506,2024-10-08,5,3.0523712489281185,0.0,8.0,False
account,behavior,ACC-75506,2024-10-15,2,3.1772186719690025,0.0,9.0,False
account,behavior,ACC-75506,2024-10-22,5,3.303498264127288,0.0,9.0,False
account,behavior,ACC-75506,2024-10-29,4,3.428896371892819,0.0,9.0,False
account,behavior,ACC-75506,2024-11-05,5,3.550871054031839,0.0,9.0,False
account,behavior,ACC-75506,2024-11-12,6,3.666715802536422,0.0,9.0,False
account,behavior,ACC-75506,2024-11-19,2,3.7736446683069005,0.0,10.0,False
account,behavior,ACC-75506,2024-11-26,1,3.8688957774572863,0.0,10.0,False
account,behavior,ACC-75506,2024-12-03,4,3.949847891509597,0.0,10.0,False
account,behavior,ACC-75506,2024-12-10,5,4.01414255729056,0.0,10.0,False
account,behavior,ACC-75506,2024-12-17,7,4.05980285297399,0.0,10.0,False
account,behavior,ACC-75506,2024-12-24,2,4.085339073262542,0.0,10.0,False
account,behavior,ACC-75506,2024-12-31,3,4.089832116122886,0.0,10.0,False
account,behavior,ACC-75506,2025-01-07,3,4.0729868874501465,0.0,10.0,False
account,behavior,ACC-75506,2025-01-14,4,4.035150597242944,0.0,10.0,False
account,behavior,ACC-75506,2025-01-21,3,3.9772940761916504,0.0,10.0,False
account,behavior,ACC-75506,2025-01-28,2,3.9009577632811756,0.0,10.0,False
account,behavior,ACC-75506,2025-02-04,6,3.8081673211030735,0.0,10.0,False
account,behavior,ACC-75506,2025-02-11,5,3.7013264821984424,0.0,9.0,False
account,behavior,ACC-75506,2025-02-18,4,3.5830963908760496,0.0,9.0,False
account,behavior,ACC-75506,2025-02-25,3,3.4562712251759007,0.0,9.0,False
account,behavior,ACC-75506,2025-03-04,5,3.323659293488138,0.0,9.0,False
account,behavior,ACC-75506,2025-03-11,3,3.187977293365204,0.0,9.0,False
account,behavior,ACC-75506,2025-03-18,4,3.0517633008851837,0.0,8.0,False
account,behavior,ACC-75506,2025-03-25,1,2.9173116768647174,0.0,8.0,False
account,behavior,ACC-75506,2025-04-01,2,2.786630760948167,0.0,8.0,False
account,behavior,ACC-75506,2025-04-08,1,2.6614222366908864,0.0,8.0,False
account,behavior,ACC-75506,2025-04-15,3,2.5430795543801668,0.0,7.0,False
account,behavior,ACC-75506,2025-04-22,3,2.4327018567822867,0.0,7.0,False
account,behavior,ACC-75506,2025-04-29,0,2.3311194425703463,0.0,7.0,False
account,behavior,ACC-75506,2025-05-06,4,2.2389268372258773,0.0,7.0,False
account,behavior,ACC-75506,2025-05-13,4,2.15651990264553,0.0,7.0,False
account,behavior,ACC-75506,2025-05-20,1,2.0841339778887313,0.0,7.0,False
account,behavior,ACC-75506,2025-05-27,4,2.0218806897082415,0.0,6.0,False
account,behavior,ACC-75506,2025-06-03,2,1.9697817114966802,0.0,6.0,False
account,behavior,ACC-75506,2025-06-10,1,1.92779831991947,0.0,6.0,False
account,behavior,ACC-75506,2025-06-17,2,1.8958560638279383,0.0,6.0,False
account,behavior,ACC-75506,2025-06-24,6,1.8738642070489528,0.0,6.0,False
account,behavior,ACC-75506,2025-07-01,0,1.8617298396467519,0.0,6.0,False
account,behavior,ACC-75506,2025-07-08,0,1.8593666872957109,0.0,6.0,False
account,behavior,ACC-75506,2025-07-15,2,1.8666987085715099,0.0,6.0,False
account,behavior,ACC-75506,2025-07-22,0,1.8836585819270741,0.0,6.0,False
account,behavior,ACC-75506,2025-07-29,5,1.9101811758496072,0.0,6.0,False
account,behavior,ACC-75506,2025-08-05,0,1.946192095092619,0.0,6.0,False
account,behavior,ACC-75506,2025-08-12,2,1.9915914297579245,0.0,6.0,False
account,behavior,ACC-75506,2025-08-19,1,2.0462329270055184,0.0,7.0,False
account,behavior,ACC-75506,2025-08-26,3,2.1098989780960844,0.0,7.0,False
account,behavior,ACC-78042,2024-09-03,2,1.3293214335904482,0.0,6.0,False
account,behavior,ACC-78042,2024-09-10,3,1.414576115523681,0.0,6.0,False
account,behavior,ACC-78042,2024-09-17,0,1.4999390090117921,0.0,6.0,False
account,behavior,ACC-78042,2024-09-24,1,1.583574128574973,0.0,7.0,False
account,behavior,ACC-78042,2024-10-01,1,1.6634690273126245,0.0,7.0,False
account,behavior,ACC-78042,2024-10-08,1,1.7375146718028316,0.0,7.0,False
account,behavior,ACC-78042,2024-10-15,0,1.8036053270503933,0.0,7.0,False
account,behavior,ACC-78042,2024-10-22,2,1.8597519175357986,0.0,7.0,False
account,behavior,ACC-78042,2024-10-29,1,1.9041996860439225,0.0,8.0,False
account,behavior,ACC-78042,2024-11-05,7,1.9355392675393055,0.0,8.0,False
account,behavior,ACC-78042,2024-11-12,0,1.952799964408353,0.0,8.0,False
account,behavior,ACC-78042,2024-11-19,2,1.9555152688847497,0.0,8.0,False
account,behavior,ACC-78042,2024-11-26,1,1.943753451203341,0.0,8.0,False
account,behavior,ACC-78042,2024-12-03,6,1.9181099362552048,0.0,8.0,False
account,behavior,ACC-78042,2024-12-10,1,1.8796626078597451,0.0,8.0,False
account,behavior,ACC-78042,2024-12-17,1,1.8298953813847543,0.0,7.0,False
account,behavior,ACC-78042,2024-12-24,2,1.7705986969862235,0.0,7.0,False
account,behavior,ACC-78042,2024-12-31,2,1.7037575270762242,0.0,7.0,False
account,behavior,ACC-78042,2025-01-07,1,1.6314378677428452,0.0,7.0,False
account,behavior,ACC-78042,2025-01-14,1,1.55568160037328,0.0,7.0,False
account,behavior,ACC-78042,2025-01-21,1,1.47841741707843,0.0,6.0,False
account,behavior,ACC-78042,2025-01-28,1,1.4013926927231017,0.0,6.0,False
account,behavior,ACC-78042,2025-02-04,3,1.3261282701161694,0.0,6.0,False
account,behavior,ACC-78042,2025-02-11,1,1.2538955355898798,0.0,6.0,False
account,behavior,ACC-78042,2025-02-18,1,1.1857131880035545,0.0,6.0,False
account,behavior,ACC-78042,2025-02-25,1,1.1223598698120032,0.0,5.0,False
account,behavior,ACC-78042,2025-03-04,1,1.0643983139449176,0.0,5.0,False
account,behavior,ACC-78042,2025-03-11,1,1.0122067417863443,0.0,5.0,False
account,behavior,ACC-78042,2025-03-18,0,0.9660137495417692,0.0,5.0,False
account,behavior,ACC-78042,2025-03-25,2,0.9259336584212529,0.0,5.0,False
account,behavior,ACC-78042,2025-04-01,0,0.8920001175162225,0.0,5.0,False
account,behavior,ACC-78042,2025-04-08,1,0.8641965166153591,0.0,5.0,False
account,behavior,ACC-78042,2025-04-15,1,0.8424824135960267,0.0,4.0,False
account,behavior,ACC-78042,2025-04-22,1,0.826815671157616,0.0,4.0,False
account,behavior,ACC-78042,2025-04-29,1,0.8171703243721348,0.0,4.0,False
account,behavior,ACC-78042,2025-05-06,1,0.8135503772656065,0.0,4.0,False
account,behavior,ACC-78042,2025-05-13,0,0.8159997772973219,0.0,4.0,False
account,behavior,ACC-78042,2025-05-20,1,0.8246087688408591,0.0,4.0,False
account,behavior,ACC-78042,2025-05-27,0,0.8395167081805678,0.0,4.0,False
account,behavior,ACC-78042,2025-06-03,1,0.8609112592659076,0.0,5.0,False
account,behavior,ACC-78042,2025-06-10,3,0.8890237067629018,0.0,5.0,False
account,behavior,ACC-78042,2025-06-17,0,0.9241199469200929,0.0,5.0,False
account,behavior,ACC-78042,2025-06-24,0,0.966486576629817,0.0,5.0,False
account,behavior,ACC-78042,2025-07-01,1,1.0164114309984131,0.0,5.0,False
account,behavior,ACC-78042,2025-07-08,1,1.0741579595583097,0.0,5.0,False
account,behavior,ACC-78042,2025-07-15,1,1.1399330248377606,0.0,5.0,False
account,behavior,ACC-78042,2025-07-22,6,1.2138480974994885,0.0,6.0,False
account,behavior,ACC-78042,2025-07-29,0,1.2958744433422262,0.0,6.0,False
account,behavior,ACC-78042,2025-08-05,0,1.3857937605325512,0.0,6.0,False
account,behavior,ACC-78042,2025-08-12,1,1.4831468038776292,0.0,6.0,False
account,behavior,ACC-78042,2025-08-19,1,1.587183746193132,0.0,7.0,False
account,behavior,ACC-93924,2024-09-03,1,0.8807687347579904,0.0,4.0,False
account,behavior,ACC-93924,2024-09-10,0,0.8939105155640455,0.0,4.0,False
account,behavior,ACC-93924,2024-09-17,3,0.9130185354693978,0.0,4.0,False
account,behavior,ACC-93924,2024-09-24,0,0.9381771357892053,0.0,5.0,False
account,behavior,ACC-93924,2024-10-01,1,0.9694778830222882,0.0,5.0,False
account,behavior,ACC-93924,2024-10-08,1,1.0070039927202874,0.0,5.0,False
account,behavior,ACC-93924,2024-10-15,1,1.050810615542499,0.0,5.0,False
account,behavior,ACC-93924,2024-10-22,1,1.1009009982739455,0.0,5.0,False
account,behavior,ACC-93924,2024-10-29,1,1.1571988197900511,0.0,5.0,False
account,behavior,ACC-93924,2024-11-05,1,1.2195174239733406,0.0,5.0,False
account,behavior,ACC-93924,2024-11-12,0,1.2875272236370556,0.0,6.0,False
account,behavior,ACC-93924,2024-11-19,3,1.3607232025682188,0.0,6.0,False
account,behavior,ACC-93924,2024-11-26,4,1.4383951364661844,0.0,6.0,False
account,behavior,ACC-93924,2024-12-03,1,1.5196037923420491,0.0,6.0,False
account,behavior,ACC-93924,2024-12-10,0,1.6031668222030895,0.0,6.0,False
account,behavior,ACC-93924,2024-12-17,2,1.687658193137838,0.0,7.0,False
account,behavior,ACC-93924,2024-12-24,2,1.771424648402727,0.0,7.0,False
account,behavior,ACC-93924,2024-12-31,2,1.8526217656489303,0.0,7.0,False
account,behavior,ACC-93924,2025-01-07,1,1.9292706363579575,0.0,7.0,False
account,behavior,ACC-93924,2025-01-14,1,1.9993341102763118,0.0,7.0,False
account,behavior,ACC-93924,2025-01-21,0,2.060809131653479,0.0,7.0,False
account,behavior,ACC-93924,2025-01-28,3,2.111829259764869,0.0,8.0,False
account,behavior,ACC-93924,2025-02-04,1,2.1507694112266784,0.0,8.0,False
account,behavior,ACC-93924,2025-02-11,2,2.176343589505869,0.0,8.0,False
account,behavior,ACC-93924,2025-02-18,3,2.1876862003880726,0.0,8.0,False
account,behavior,ACC-93924,2025-02-25,1,2.1844086487242484,0.0,8.0,False
account,behavior,ACC-93924,2025-03-04,1,2.1666252085365696,0.0,8.0,False
account,behavior,ACC-93924,2025-03-11,4,2.134945363479874,0.0,8.0,False
account,behavior,ACC-93924,2025-03-18,8,2.09043345327825,0.0,8.0,False
account,behavior,ACC-93924,2025-03-25,2,2.0345399702475215,0.0,7.0,False
account,behavior,ACC-93924,2025-04-01,3,1.969011691531162,0.0,7.0,False
account,behavior,ACC-93924,2025-04-08,1,1.8957896066540258,0.0,7.0,False
account,behavior,ACC-93924,2025-04-15,0,1.8169041161334298,0.0,7.0,False
account,behavior,ACC-93924,2025-04-22,2,1.7343762768308237,0.0,7.0,False
account,behavior,ACC-93924,2025-04-29,1,1.6501321953259351,0.0,6.0,False
account,behavior,ACC-93924,2025-05-06,0,1.565935392365278,0.0,6.0,False
account,behavior,ACC-93924,2025-05-13,4,1.4833394899281962,0.0,6.0,False
account,behavior,ACC-93924,2025-05-20,1,1.4036612761818505,0.0,6.0,False
account,behavior,ACC-93924,2025-05-27,0,1.3279723512594184,0.0,6.0,False
account,behavior,ACC-93924,2025-06-03,1,1.2571062917216802,0.0,5.0,False
account,behavior,ACC-93924,2025-06-10,1,1.1916776165660752,0.0,5.0,False
account,behavior,ACC-93924,2025-06-17,0,1.1321087215842935,0.0,5.0,False
account,behavior,ACC-93924,2025-06-24,1,1.0786612434192393,0.0,5.0,False
account,behavior,ACC-93924,2025-07-01,1,1.0314688708558715,0.0,5.0,False
account,behavior,ACC-93924,2025-07-08,2,0.9905692981028619,0.0,5.0,False
account,behavior,ACC-93924,2025-07-15,1,0.9559336992046817,0.0,5.0,False
account,behavior,ACC-93924,2025-07-22,0,0.9274927148780893,0.0,5.0,False
account,behavior,ACC-93924,2025-07-29,0,0.9051584376013083,0.0,4.0,False
account,behavior,ACC-93924,2025-08-05,3,0.8888422406719945,0.0,4.0,False
account,behavior,ACC-93924,2025-08-12,1,0.8784685257257409,0.0,4.0,False
account,opportunity,ACC-10602,2024-09-03,2,3.171763351992529,0.0,9.0,False
account,opportunity,ACC-10602,2024-09-10,1,3.3183806590607734,0.0,9.0,False
account,opportunity,ACC-10602,2024-09-17,4,3.4710675775303557,0.0,10.0,False
account,opportunity,ACC-10602,2024-09-24,6,3.6277572199966044,0.0,10.0,False
account,opportunity,ACC-10602,2024-10-01,5,3.7860274511312784,0.0,10.0,False
account,opportunity,ACC-10602,2024-10-08,0,3.943129104855782,0.0,11.0,False
account,opportunity,ACC-10602,2024-10-15,6,4.096039924732372,0.0,11.0,False
account,opportunity,ACC-10602,2024-10-22,3,4.24154520086379,0.0,11.0,False
account,opportunity,ACC-10602,2024-10-29,4,4.3763436726472,0.0,11.0,False
account,opportunity,ACC-10602,2024-11-05,4,4.497174518267583,0.0,12.0,False
account,opportunity,ACC-10602,2024-11-12,6,4.600958479039723,0.0,12.0,False
account,opportunity,ACC-10602,2024-11-19,2,4.684943764001668,0.0,12.0,False
account,opportunity,ACC-10602,2024-11-26,5,4.74684575487568,0.0,12.0,False
account,opportunity,ACC-10602,2024-12-03,9,4.784969026949593,0.0,12.0,False
account,opportunity,ACC-10602,2024-12-10,8,4.798301020135188,0.0,12.0,False
account,opportunity,ACC-10602,2024-12-17,7,4.786568840948855,0.0,12.0,False
account,opportunity,ACC-10602,2024-12-24,5,4.750253936013914,0.0,12.0,False
account,opportunity,ACC-10602,2024-12-31,6,4.690563342105992,0.0,12.0,False
account,opportunity,ACC-10602,2025-01-07,4,4.6093603512817545,0.0,12.0,False
account,opportunity,ACC-10602,2025-01-14,2,4.509061166879563,0.0,12.0,False
account,opportunity,ACC-10602,2025-01-21,2,4.3925069754659445,0.0,11.0,False
account,opportunity,ACC-10602,2025-01-28,4,4.262822489280622,0.0,11.0,False
account,opportunity,ACC-10602,2025-02-04,3,4.123272301034684,0.0,11.0,False
account,opportunity,ACC-10602,2025-02-11,1,3.977125429310107,0.0,11.0,False
account,opportunity,ACC-10602,2025-02-18,8,3.827536485024816,0.0,10.0,False
account,opportunity,ACC-10602,2025-02-25,0,3.677449332279239,0.0,10.0,False
account,opportunity,ACC-10602,2025-03-04,7,3.5295263551475706,0.0,10.0,False
account,opportunity,ACC-10602,2025-03-11,3,3.386103839552118,0.0,10.0,False
account,opportunity,ACC-10602,2025-03-18,5,3.2491718091644843,0.0,9.0,False
account,opportunity,ACC-10602,2025-03-25,1,3.1203750744753207,0.0,9.0,False
account,opportunity,ACC-10602,2025-04-01,4,3.0010313097305525,0.0,9.0,False
account,opportunity,ACC-10602,2025-04-08,2,2.892161615515151,0.0,9.0,False
account,opportunity,ACC-10602,2025-04-15,0,2.7945291452809062,0.0,8.0,False
account,opportunity,ACC-10602,2025-04-22,2,2.7086818319772976,0.0,8.0,False
